School,Student,Examscore,LRTscore,AvsLRT
13,24,-.26516,-.37276,-.14934
13,25,-1.0291,-.37276,-.14934
13,26,.26132,-.29011,-.14934
13,27,-.4198,-.37276,-.14934
13,28,-.19761,.28845,-.14934
13,29,-1.2195,-.20746,-.14934
13,30,-2.7527,-1.5299,-.14934
13,31,.32807,-.29011,-.14934
13,32,.89657,1.1976,-.14934
13,33,-.55511,-1.6952,-.14934
13,34,.54434,-.29011,-.14934
13,35,-.4198,-.29011,-.14934
13,36,.0043218,.78436,-.14934
13,37,-.19761,.2058,-.14934
13,38,.96759,2.8506,-.14934
13,39,1.1758,.3711,-.14934
13,40,.96759,.94967,-.14934
13,41,1.0396,-1.1993,-.14934
13,42,.47819,1.2803,-.14934
13,43,-1.4387,-2.0258,-.14934
13,44,-.4198,-.53806,-.14934
13,45,.82199,-.042152,-.14934
13,46,-.12908,-1.034,-.14934
13,47,.47819,-.1248,-.14934
13,48,-.62305,-.29011,-.14934
13,49,-.77611,.45376,-.14934
13,50,-1.1186,-.20746,-.14934
13,51,-.55511,1.6109,-.14934
13,52,1.2405,.3711,-.14934
13,53,.13407,.3711,-.14934
13,54,.19415,.53641,-.14934
13,55,1.7349,1.6109,-.14934
13,56,-.62305,-.1248,-.14934
13,57,.82199,.70171,-.14934
13,58,.26132,.040499,-.14934
13,59,-1.2195,-.95132,-.14934
13,60,-.12908,-.1248,-.14934
13,61,-1.3353,-.45541,-.14934
13,62,-.19761,.040499,-.14934
13,63,-.55511,-.45541,-.14934
13,64,-.85267,.45376,-.14934
14,1,1.6618,1.2803,.32644
14,2,.47819,-.37276,.32644
14,3,.40267,.61906,.32644
14,4,-.26516,.2058,.32644
14,5,1.1758,.70171,.32644
14,6,.26132,.2058,.32644
14,7,-.77611,.2058,.32644
14,8,.40267,.040499,.32644
14,9,-.49278,.70171,.32644
14,10,-.062088,-.29011,.32644
14,11,.96759,.86701,.32644
14,12,-.77611,-2.1084,.32644
14,13,.26132,.53641,.32644
14,14,-.77611,.78436,.32644
14,15,.19415,-.62071,.32644
14,16,.40267,2.1894,.32644
14,17,-1.5267,-.20746,.32644
14,18,1.4395,1.4456,.32644
14,19,-.49278,-.53806,.32644
14,20,-.062088,.45376,.32644
14,21,-.062088,-.70336,.32644
14,22,-.4198,.94967,.32644
14,23,-.12908,-.20746,.32644
14,24,1.1758,1.4456,.32644
14,25,-.55511,.53641,.32644
14,26,2.2031,-.042152,.32644
14,27,-.12908,1.3629,.32644
14,28,.19415,1.6109,.32644
14,29,1.3101,.70171,.32644
14,30,-1.4387,-.95132,.32644
14,31,-2.2917,-1.6125,.32644
14,32,-.69951,-.37276,.32644
14,33,-.12908,-.1248,.32644
14,34,-2.2917,-1.1166,.32644
14,35,-.4198,1.1976,.32644
14,36,.40267,.040499,.32644
14,37,-.12908,.70171,.32644
14,38,-2.1086,-.95132,.32644
14,39,.32807,.3711,.32644
14,40,.67876,.86701,.32644
14,41,-1.6237,-1.1993,.32644
14,42,-1.5267,.3711,.32644
14,43,.82199,1.3629,.32644
14,44,-.33884,-.20746,.32644
14,45,-1.1186,-.53806,.32644
14,46,-.33884,-.95132,.32644
14,47,.74723,.78436,.32644
14,48,1.3101,.53641,.32644
14,49,-.55511,-.70336,.32644
14,50,1.1758,1.5282,.32644
14,51,.47819,.86701,.32644
14,52,-.69951,-.042152,.32644
14,53,.26132,1.4456,.32644
14,54,-.62305,-1.1166,.32644
14,55,.40267,.53641,.32644
14,56,.0043218,-.1248,.32644
14,57,-.69951,.3711,.32644
14,58,.96759,1.0323,.32644
14,59,-.93938,-.70336,.32644
14,60,-.12908,-.20746,.32644
14,61,-1.3353,-.29011,.32644
14,62,.0043218,2.1068,.32644
14,63,-1.2195,-.042152,.32644
14,64,-.69951,.45376,.32644
14,65,-1.1186,.53641,.32644
14,66,1.1094,.28845,.32644
14,67,1.5792,1.8588,.32644
14,68,-1.1186,.94967,.32644
14,69,-.49278,-.70336,.32644
14,70,1.7349,1.4456,.32644
14,71,-1.2195,.78436,.32644
14,72,-.55511,-1.1166,.32644
14,73,-.26516,-.042152,.32644
14,74,.19415,.45376,.32644
14,75,1.4395,1.1976,.32644
14,76,1.3101,-.1248,.32644
14,77,.19415,.70171,.32644
14,78,-1.0291,-1.3646,.32644
14,79,.47819,-.37276,.32644
14,80,1.2405,1.3629,.32644
14,81,-.26516,.61906,.32644
14,82,1.6618,2.0241,.32644
14,83,-.12908,.78436,.32644
14,84,.19415,-.53806,.32644
14,85,.073536,1.0323,.32644
14,86,.74723,.78436,.32644
14,87,-.33884,-.53806,.32644
14,88,-1.3353,.28845,.32644
14,89,-.19761,1.0323,.32644
14,90,.74723,2.8506,.32644
14,91,-.69951,-1.1166,.32644
14,92,-.55511,.2058,.32644
14,93,.61073,1.8588,.32644
14,94,.96759,1.5282,.32644
14,95,.74723,1.5282,.32644
14,96,.54434,1.6109,.32644
14,97,.82199,.28845,.32644
14,98,-.77611,-.042152,.32644
14,99,.40267,.70171,.32644
14,100,-.93938,-1.9431,.32644
14,101,-.33884,.3711,.32644
14,102,-1.7239,-.45541,.32644
14,103,.13407,.2058,.32644
14,104,-.49278,.45376,.32644
14,105,.61073,-1.8605,.32644
14,106,-1.2195,-1.1166,.32644
14,107,.54434,.3711,.32644
14,108,-.12908,.3711,.32644
14,109,-1.9621,-1.5299,.32644
14,110,-1.4387,.53641,.32644
14,111,1.1094,1.9415,.32644
14,112,.82199,1.3629,.32644
14,113,.61073,.94967,.32644
14,114,-1.1186,-.53806,.32644
14,115,1.3747,.12315,.32644
14,116,-.19761,.3711,.32644
14,117,-.26516,.86701,.32644
14,118,-1.0291,.61906,.32644
14,119,1.3747,2.3547,.32644
14,120,-.4198,-.62071,.32644
14,121,1.1758,.28845,.32644
14,122,1.2405,1.7762,.32644
14,123,.74723,-.20746,.32644
14,124,.96759,.3711,.32644
14,125,-.85267,-1.1166,.32644
14,126,-.19761,.94967,.32644
14,127,.40267,1.1976,.32644
14,128,.54434,1.8588,.32644
14,129,1.1094,.53641,.32644
14,130,.26132,.61906,.32644
14,131,.0043218,1.8588,.32644
14,132,.19415,-.042152,.32644
14,133,.13407,-.29011,.32644
14,134,-1.6237,-.86867,.32644
14,135,.073536,.12315,.32644
14,136,1.8138,1.8588,.32644
14,137,.13407,-.78602,.32644
14,138,-1.5267,.28845,.32644
14,139,-1.4387,.040499,.32644
14,140,1.1758,1.6935,.32644
14,141,.82199,.2058,.32644
14,142,-.062088,.61906,.32644
14,143,-.33884,-.62071,.32644
14,144,1.8138,1.4456,.32644
14,145,.073536,-1.1166,.32644
14,146,-1.5267,-.70336,.32644
14,147,-.062088,-.1248,.32644
14,148,.61073,.94967,.32644
14,149,-2.2917,-.86867,.32644
14,150,-.19761,.28845,.32644
14,151,-.19761,-.78602,.32644
14,152,.61073,.28845,.32644
14,153,-.12908,.12315,.32644
14,154,1.9003,1.7762,.32644
14,155,.32807,.61906,.32644
14,156,.96759,1.2803,.32644
14,157,.54434,1.0323,.32644
14,158,1.1758,.86701,.32644
14,159,-.062088,.53641,.32644
14,160,1.1758,.45376,.32644
14,161,.073536,1.4456,.32644
14,162,.13407,.45376,.32644
14,163,-.062088,.78436,.32644
14,164,.40267,.78436,.32644
14,165,-1.1186,-1.034,.32644
14,166,.61073,.53641,.32644
14,167,-1.9621,-.1248,.32644
14,168,1.1094,1.4456,.32644
14,169,-1.2195,.28845,.32644
14,170,.47819,.28845,.32644
14,171,-.69951,-.70336,.32644
14,172,-.69951,-.042152,.32644
14,173,-1.0291,.61906,.32644
14,174,-.69951,.28845,.32644
14,175,.74723,.94967,.32644
14,176,1.1758,.3711,.32644
14,177,-.12908,.12315,.32644
14,178,1.5792,1.7762,.32644
14,179,.82199,1.0323,.32644
14,180,-.26516,-.53806,.32644
14,181,-.12908,.12315,.32644
14,182,1.1094,.3711,.32644
14,183,.47819,.12315,.32644
14,184,.26132,-.86867,.32644
14,185,.61073,-.20746,.32644
14,186,-.26516,.2058,.32644
14,187,.89657,.45376,.32644
14,188,-.33884,.2058,.32644
14,189,.96759,-1.034,.32644
14,190,-.55511,.040499,.32644
14,191,-.62305,-1.1166,.32644
14,192,.0043218,1.3629,.32644
14,193,.26132,.53641,.32644
14,194,-1.5267,-.45541,.32644
14,195,-.93938,.61906,.32644
14,196,-1.8367,-1.2819,.32644
14,197,1.1758,.70171,.32644
14,198,.54434,1.0323,.32644
15,1,-.85267,-.62071,.27029
15,2,-.19761,.2058,.27029
15,3,-.62305,-.78602,.27029
15,4,-.12908,-.042152,.27029
15,5,.13407,.86701,.27029
15,6,2.2031,.94967,.27029
15,7,1.5792,1.6109,.27029
15,8,.26132,1.0323,.27029
15,9,-1.2195,1.0323,.27029
15,10,1.5792,1.6935,.27029
15,11,1.8138,1.3629,.27029
15,12,.61073,.040499,.27029
15,13,.073536,.2058,.27029
15,14,.19415,-.20746,.27029
15,15,.47819,-.042152,.27029
15,16,-.49278,.2058,.27029
15,17,-.62305,-.78602,.27029
15,18,.61073,1.115,.27029
15,19,-.4198,-1.034,.27029
15,20,-1.9621,-.86867,.27029
15,21,1.1094,1.115,.27029
15,22,-.85267,-.62071,.27029
15,23,.32807,.28845,.27029
15,24,-1.3353,-.20746,.27029
15,25,.82199,1.1976,.27029
15,26,.32807,1.3629,.27029
15,27,1.1094,1.1976,.27029
15,28,-.49278,.70171,.27029
15,29,-.33884,1.2803,.27029
15,30,-.19761,-.29011,.27029
15,31,-.85267,.040499,.27029
15,32,-1.6237,.12315,.27029
15,33,.19415,-.042152,.27029
15,34,-1.6237,-.95132,.27029
15,35,-.12908,-.29011,.27029
15,36,-.85267,-.37276,.27029
15,37,-.19761,-.53806,.27029
15,38,.67876,1.115,.27029
15,39,-.93938,-.20746,.27029
15,40,-.93938,-.20746,.27029
15,41,.13407,.53641,.27029
15,42,-.26516,.53641,.27029
15,43,-1.1186,-1.034,.27029
15,44,-1.0291,-1.3646,.27029
15,45,-.85267,-.95132,.27029
15,46,-.062088,-.1248,.27029
15,47,1.4395,.28845,.27029
15,48,-.26516,.12315,.27029
15,49,1.9003,.78436,.27029
15,50,-.062088,-.62071,.27029
15,51,-1.2195,.2058,.27029
15,52,-1.1186,-1.034,.27029
15,53,.0043218,1.4456,.27029
15,54,-.62305,-.53806,.27029
15,55,2.103,1.6109,.27029
15,56,.96759,1.1976,.27029
15,57,-.69951,-.62071,.27029
15,58,-.85267,-.70336,.27029
15,59,.47819,-.45541,.27029
15,60,.40267,2.1068,.27029
15,61,1.1094,1.2803,.27029
15,62,1.5792,.70171,.27029
15,63,-.062088,.3711,.27029
15,64,.13407,.28845,.27029
15,65,-.4198,.3711,.27029
15,66,.61073,.3711,.27029
15,67,-.19761,-.37276,.27029
15,68,.61073,1.5282,.27029
15,69,-2.5101,-.62071,.27029
15,70,1.3101,.61906,.27029
15,71,1.1758,1.115,.27029
15,72,-1.4387,.28845,.27029
15,73,.19415,-.042152,.27029
15,74,-.62305,.94967,.27029
15,75,-.19761,.040499,.27029
15,76,-.55511,.53641,.27029
15,77,-.55511,1.6109,.27029
15,78,1.5792,.78436,.27029
15,79,-1.0291,-.042152,.27029
15,80,-.062088,.040499,.27029
15,81,-1.6237,-.45541,.27029
15,82,.67876,-.62071,.27029
15,83,1.1094,1.6109,.27029
15,84,-.26516,-1.034,.27029
15,85,.61073,-.042152,.27029
15,86,.74723,1.4456,.27029
15,87,-.4198,.70171,.27029
15,88,-.77611,-.1248,.27029
15,89,-.62305,.61906,.27029
15,90,-.26516,.040499,.27029
15,91,.0043218,.61906,.27029
16,1,.47819,.94967,.3232
16,2,-.85267,.45376,.3232
16,3,.74723,-1.2819,.3232
16,4,1.0396,.53641,.3232
16,5,.82199,1.115,.3232
16,6,-.77611,.61906,.3232
16,7,-.12908,.86701,.3232
16,8,.0043218,1.4456,.3232
16,9,.67876,1.9415,.3232
16,10,-.062088,1.3629,.3232
16,11,-.062088,-.53806,.3232
16,12,-.85267,2.2721,.3232
16,13,.19415,.94967,.3232
16,14,.0043218,.3711,.3232
16,15,-.26516,-.042152,.3232
16,16,-1.9621,-.042152,.3232
16,17,.61073,1.115,.3232
16,18,.0043218,1.0323,.3232
16,19,-.93938,-.62071,.3232
16,20,.32807,-.45541,.3232
16,21,-.49278,.3711,.3232
16,22,.40267,1.4456,.3232
16,23,-.12908,.3711,.3232
16,24,-1.7239,-.29011,.3232
16,25,-2.1086,.040499,.3232
16,26,-.93938,.45376,.3232
16,27,.32807,-.042152,.3232
16,28,.32807,.61906,.3232
16,29,-.69951,-.62071,.3232
16,30,-.4198,1.2803,.3232
16,31,-.26516,.61906,.3232
16,32,-.062088,.53641,.3232
16,33,-.49278,-.20746,.3232
16,34,-1.0291,-.78602,.3232
16,35,-1.9621,-.62071,.3232
16,36,.32807,.86701,.3232
16,37,-1.6237,.28845,.3232
16,38,.47819,.53641,.3232
16,39,.82199,.12315,.3232
16,40,-.77611,-.37276,.3232
16,41,.61073,.53641,.3232
16,42,-.62305,-.29011,.3232
16,43,-.4198,.61906,.3232
16,44,-1.5267,-.62071,.3232
16,45,-.55511,1.2803,.3232
16,46,-1.3353,-1.5299,.3232
16,47,-.26516,-.1248,.3232
16,48,-1.2195,-.37276,.3232
16,49,-.19761,.86701,.3232
16,50,-.4198,.28845,.3232
16,51,-.12908,.2058,.3232
16,52,-.33884,-1.6952,.3232
16,53,-.4198,1.6109,.3232
16,54,-.77611,-1.3646,.3232
16,55,-.62305,-.1248,.3232
16,56,.13407,.61906,.3232
16,57,.13407,.040499,.3232
16,58,.67876,1.4456,.3232
16,59,.40267,.2058,.3232
16,60,.61073,.70171,.3232
16,61,1.2405,1.1976,.3232
16,62,-1.2195,-.042152,.3232
16,63,.0043218,.61906,.3232
16,64,.13407,.86701,.3232
16,65,-.33884,-.1248,.3232
16,66,.96759,1.1976,.3232
16,67,.61073,1.4456,.3232
16,68,.67876,.70171,.3232
16,69,-.55511,-.29011,.3232
16,70,-.12908,.12315,.3232
16,71,-.26516,1.0323,.3232
16,72,-.69951,-.86867,.3232
16,73,.54434,1.0323,.3232
16,74,-1.2195,-1.6125,.3232
16,75,-.93938,.2058,.3232
16,76,-.77611,.12315,.3232
16,77,-.33884,-.95132,.3232
16,78,-.33884,.61906,.3232
16,79,-.49278,-.62071,.3232
16,80,.0043218,1.9415,.3232
16,81,-.85267,-.29011,.3232
16,82,-.12908,1.1976,.3232
16,83,-.77611,.45376,.3232
16,84,.89657,.53641,.3232
16,85,-.77611,.3711,.3232
16,86,.0043218,.53641,.3232
16,87,.40267,1.115,.3232
16,88,-.69951,-1.034,.3232
17,1,-.85267,-.78602,-.11824
17,2,.54434,-.29011,-.11824
17,3,.32807,.94967,-.11824
17,4,-2.5101,-1.6952,-.11824
17,5,-.33884,-.53806,-.11824
17,6,-.26516,-2.1911,-.11824
17,7,-1.6237,-2.0258,-.11824
17,8,-.19761,-.1248,-.11824
17,9,-.55511,.2058,-.11824
17,10,-1.2195,-1.1993,-.11824
17,11,-1.5267,-.53806,-.11824
17,12,.82199,1.3629,-.11824
17,13,.073536,-.70336,-.11824
17,14,.89657,-.20746,-.11824
17,15,-.19761,-1.6952,-.11824
17,16,-.85267,-.37276,-.11824
17,17,.54434,1.1976,-.11824
17,18,1.3747,1.6935,-.11824
17,19,-1.3353,.040499,-.11824
17,20,-1.1186,-.53806,-.11824
17,21,-2.5101,-1.7778,-.11824
17,22,.32807,.3711,-.11824
17,23,-.4198,.3711,-.11824
17,24,.073536,-2.3564,-.11824
17,25,-.93938,-.70336,-.11824
17,26,-.26516,-.20746,-.11824
17,27,.0043218,.53641,-.11824
17,28,-.4198,.94967,-.11824
17,29,.32807,-.53806,-.11824
17,30,-.19761,-1.1166,-.11824
17,31,.40267,.61906,-.11824
17,32,.32807,2.2721,-.11824
17,33,-.4198,-.20746,-.11824
17,34,-1.0291,-.29011,-.11824
17,35,.61073,-.1248,-.11824
17,36,-1.8367,-2.1084,-.11824
17,37,1.1758,.61906,-.11824
17,38,-.4198,-1.6952,-.11824
17,39,.13407,1.0323,-.11824
17,40,1.1758,1.8588,-.11824
17,41,-.55511,.70171,-.11824
17,42,1.3101,1.6935,-.11824
17,43,.54434,-.45541,-.11824
17,44,-.19761,.78436,-.11824
17,45,-2.5101,-1.5299,-.11824
17,46,-.062088,-.53806,-.11824
17,47,-1.1186,-1.034,-.11824
17,48,-1.3353,.2058,-.11824
17,49,1.1094,.94967,-.11824
17,50,.40267,2.2721,-.11824
17,51,-.33884,-.86867,-.11824
17,52,-.33884,.28845,-.11824
17,53,-.12908,-.1248,-.11824
17,54,.26132,.61906,-.11824
17,55,-.77611,.3711,-.11824
17,56,-1.3353,-2.687,-.11824
17,57,.74723,.61906,-.11824
17,58,.89657,.61906,-.11824
17,59,-.4198,-1.1993,-.11824
17,60,1.2405,1.6935,-.11824
17,61,-.77611,-.37276,-.11824
17,62,.32807,-.042152,-.11824
17,63,1.5062,.45376,-.11824
17,64,-.19761,-.70336,-.11824
17,65,.26132,-1.9431,-.11824
17,66,.40267,-.86867,-.11824
17,67,-.19761,-.45541,-.11824
17,68,-1.4387,-1.4472,-.11824
17,69,-.49278,-.78602,-.11824
17,70,-.93938,.12315,-.11824
17,71,.89657,1.115,-.11824
17,72,1.4395,.94967,-.11824
17,73,.0043218,.28845,-.11824
17,74,-.33884,.70171,-.11824
17,75,-1.1186,-.1248,-.11824
17,76,-1.4387,-.29011,-.11824
17,77,.073536,-.45541,-.11824
17,78,-1.2195,-1.4472,-.11824
17,79,-.49278,.53641,-.11824
17,80,.0043218,.53641,-.11824
17,81,-.26516,-.042152,-.11824
17,82,.13407,.61906,-.11824
17,83,.19415,-.20746,-.11824
17,84,-1.0291,-.042152,-.11824
17,85,-1.7239,-.042152,-.11824
17,86,.0043218,.45376,-.11824
17,87,-.26516,-1.4472,-.11824
17,88,-.62305,-.62071,-.11824
17,89,-.62305,-.62071,-.11824
17,90,-.12908,1.6109,-.11824
17,91,-.33884,1.6109,-.11824
17,92,-.93938,.2058,-.11824
17,93,-.93938,-.29011,-.11824
17,94,-.55511,.70171,-.11824
17,95,1.0396,1.115,-.11824
17,96,-.62305,-.37276,-.11824
17,97,-1.8367,.12315,-.11824
17,98,.67876,.040499,-.11824
17,99,-1.5267,-.45541,-.11824
17,100,.74723,.040499,-.11824
17,101,1.0396,3.016,-.11824
17,102,-.12908,-1.1166,-.11824
17,103,.26132,-.95132,-.11824
17,104,.40267,.28845,-.11824
17,105,.40267,.3711,-.11824
17,106,1.3101,-.86867,-.11824
17,107,1.1758,-.45541,-.11824
17,108,-2.1086,-.95132,-.11824
17,109,-.062088,.12315,-.11824
17,110,-.85267,-.29011,-.11824
17,111,.073536,.2058,-.11824
17,112,.26132,.28845,-.11824
17,113,.74723,.78436,-.11824
17,114,-.4198,-1.6952,-.11824
17,115,-.4198,-.20746,-.11824
17,116,1.0396,.45376,-.11824
17,117,.26132,1.3629,-.11824
17,118,.40267,.040499,-.11824
17,119,-.49278,.040499,-.11824
17,120,.61073,.53641,-.11824
17,121,-.33884,-.86867,-.11824
17,122,-.69951,-.29011,-.11824
17,123,-.85267,-.62071,-.11824
17,124,-1.8367,-2.935,-.11824
17,125,-.77611,.12315,-.11824
17,126,-3.0595,-1.8605,-.11824
18,1,-1.3353,.040499,.14244
18,2,2.2031,1.6109,.14244
18,3,-.69951,-.62071,.14244
18,4,-.12908,-.62071,.14244
18,5,-.4198,.53641,.14244
18,6,.82199,-.45541,.14244
18,7,-.4198,-.1248,.14244
18,8,-.49278,.040499,.14244
18,9,-.69951,.94967,.14244
18,10,-.12908,-.042152,.14244
18,11,.67876,-.042152,.14244
18,12,.74723,.2058,.14244
18,13,-.49278,.28845,.14244
18,14,-.69951,-1.034,.14244
18,15,-1.1186,.61906,.14244
18,16,-.19761,.78436,.14244
18,17,.32807,.94967,.14244
18,18,-1.0291,.28845,.14244
18,19,.0043218,.040499,.14244
18,20,.96759,.86701,.14244
18,21,-.33884,.040499,.14244
18,22,.40267,.45376,.14244
18,23,.0043218,.53641,.14244
18,24,.54434,-.042152,.14244
18,25,-.26516,-.37276,.14244
18,26,-.4198,.53641,.14244
18,27,-.77611,.12315,.14244
18,28,-1.7239,-.29011,.14244
18,29,-.12908,-.86867,.14244
18,30,-1.1186,.53641,.14244
18,31,.26132,.12315,.14244
18,32,-.69951,.040499,.14244
18,33,1.2405,-1.4472,.14244
18,34,-.77611,-.20746,.14244
18,35,.47819,-.70336,.14244
18,36,-1.3353,-.62071,.14244
18,37,.19415,.3711,.14244
18,38,.89657,.28845,.14244
18,39,1.6618,-.53806,.14244
18,40,-.55511,-.62071,.14244
18,41,-.062088,.86701,.14244
18,42,.54434,-.042152,.14244
18,43,-.12908,.45376,.14244
18,44,1.4395,.53641,.14244
18,45,.0043218,.53641,.14244
18,46,.0043218,.61906,.14244
18,47,-.26516,.040499,.14244
18,48,.26132,.12315,.14244
18,49,-1.0291,.70171,.14244
18,50,.0043218,.3711,.14244
18,51,-.69951,-.95132,.14244
18,52,-.062088,-.62071,.14244
18,53,-.26516,-.20746,.14244
18,54,-.49278,-.78602,.14244
18,55,-.62305,.45376,.14244
18,56,1.4395,.2058,.14244
18,57,-1.1186,-.53806,.14244
18,58,.67876,.3711,.14244
18,59,-.26516,.12315,.14244
18,60,-.12908,.3711,.14244
18,61,.82199,-1.4472,.14244
18,62,-.26516,-.62071,.14244
18,63,1.5062,1.6109,.14244
18,64,.26132,.61906,.14244
18,65,-.12908,-.37276,.14244
18,66,1.4395,1.9415,.14244
18,67,-.93938,1.1976,.14244
18,68,.67876,.61906,.14244
18,69,.96759,-.1248,.14244
18,70,.67876,-.45541,.14244
18,71,-.69951,-.042152,.14244
18,72,1.3747,1.2803,.14244
18,73,-.4198,1.115,.14244
18,74,-1.2195,-1.034,.14244
18,75,-.4198,.94967,.14244
18,76,-.62305,.3711,.14244
18,77,-1.4387,-.62071,.14244
18,78,-1.0291,-.37276,.14244
18,79,.61073,.61906,.14244
18,80,.96759,.53641,.14244
18,81,1.4395,1.2803,.14244
18,82,-.49278,-.78602,.14244
18,83,-.55511,-.1248,.14244
18,84,.0043218,.70171,.14244
18,85,1.3101,-.042152,.14244
18,86,.74723,-1.5299,.14244
18,87,-1.0291,-.37276,.14244
18,88,1.2405,-.042152,.14244
18,89,-.12908,-.53806,.14244
18,90,-1.9621,-.62071,.14244
18,91,.47819,.3711,.14244
18,92,-.85267,.3711,.14244
18,93,-1.0291,-.20746,.14244
18,94,.32807,.45376,.14244
18,95,-2.1086,.2058,.14244
18,96,-1.0291,.45376,.14244
18,97,.0043218,.28845,.14244
18,98,1.1758,.45376,.14244
18,99,.32807,-.78602,.14244
18,100,-.77611,-.37276,.14244
18,101,.82199,.53641,.14244
18,102,1.0396,.86701,.14244
18,103,.89657,.12315,.14244
18,104,.32807,.12315,.14244
18,105,.67876,.3711,.14244
18,106,.96759,1.1976,.14244
18,107,.82199,.70171,.14244
18,108,-.93938,-.1248,.14244
18,109,.073536,-.70336,.14244
18,110,.073536,.3711,.14244
18,111,-.12908,.78436,.14244
18,112,.47819,.61906,.14244
18,113,.26132,-.29011,.14244
18,114,.073536,-.20746,.14244
18,115,.40267,1.115,.14244
18,116,-.12908,.78436,.14244
18,117,-.55511,.28845,.14244
18,118,-.33884,.12315,.14244
18,119,.54434,.53641,.14244
18,120,.0043218,.70171,.14244
19,1,-1.6237,-1.4472,.38463
19,2,.32807,.53641,.38463
19,3,.47819,.28845,.38463
19,4,1.4395,.53641,.38463
19,5,-.12908,1.115,.38463
19,6,1.5792,.70171,.38463
19,7,1.3101,1.6935,.38463
19,8,-1.0291,.28845,.38463
19,9,-.33884,.2058,.38463
19,10,.32807,.86701,.38463
19,11,.26132,.86701,.38463
19,12,.47819,.28845,.38463
19,13,.61073,-.37276,.38463
19,14,-.77611,-.29011,.38463
19,15,1.4395,1.0323,.38463
19,16,-.62305,.45376,.38463
19,17,-1.3353,-.042152,.38463
19,18,1.4395,.2058,.38463
19,19,-.062088,.28845,.38463
19,20,1.3101,1.1976,.38463
19,21,-.77611,.61906,.38463
19,22,-.69951,.12315,.38463
19,23,1.9771,.86701,.38463
19,24,.74723,-.042152,.38463
19,25,-.062088,.2058,.38463
19,26,-.62305,-.78602,.38463
19,27,.96759,1.115,.38463
19,28,-.62305,.78436,.38463
19,29,-.77611,.2058,.38463
19,30,-.19761,-.1248,.38463
19,31,.40267,-.042152,.38463
19,32,-.12908,.12315,.38463
19,33,.47819,1.0323,.38463
19,34,-.19761,-.45541,.38463
19,35,.0043218,1.115,.38463
19,36,.26132,.53641,.38463
19,37,.54434,.94967,.38463
19,38,.40267,.61906,.38463
19,39,1.1094,.2058,.38463
19,40,1.3101,1.1976,.38463
19,41,.67876,-.1248,.38463
19,42,.74723,1.0323,.38463
19,43,-.69951,-.37276,.38463
19,44,-.77611,-1.1993,.38463
19,45,1.5792,.70171,.38463
19,46,-1.2195,-.86867,.38463
19,47,-.62305,1.115,.38463
19,48,1.7349,.86701,.38463
19,49,.073536,.86701,.38463
19,50,.40267,-.20746,.38463
19,51,.54434,1.115,.38463
19,52,-1.5267,.28845,.38463
19,53,1.6618,1.3629,.38463
19,54,.26132,.28845,.38463
19,55,-.69951,-.37276,.38463
20,1,-.93938,.28845,.44104
20,2,.89657,2.4374,.44104
20,3,.19415,.70171,.44104
20,4,.26132,-.95132,.44104
20,5,-.26516,-.1248,.44104
20,6,1.2405,-.042152,.44104
20,7,-.62305,-.042152,.44104
20,8,1.8138,.94967,.44104
20,9,.073536,-.86867,.44104
20,10,.47819,-1.034,.44104
20,11,1.3747,.040499,.44104
20,12,-2.2917,-1.3646,.44104
20,13,-.062088,.040499,.44104
20,14,1.3101,1.115,.44104
20,15,-.4198,-.53806,.44104
20,16,.073536,-.95132,.44104
20,17,.54434,-.62071,.44104
20,18,1.3101,1.5282,.44104
20,19,-.12908,.70171,.44104
20,20,-.19761,-.62071,.44104
20,21,1.1094,.53641,.44104
20,22,1.0396,1.9415,.44104
20,23,-.26516,-.042152,.44104
20,24,-.33884,.70171,.44104
20,25,.13407,.28845,.44104
20,26,1.6618,2.3547,.44104
20,27,1.6618,1.6109,.44104
20,28,1.2405,1.4456,.44104
20,29,.67876,.040499,.44104
20,30,1.2405,1.6109,.44104
20,31,1.5792,2.3547,.44104
20,32,.19415,.78436,.44104
20,33,.61073,.53641,.44104
20,34,1.2405,.61906,.44104
20,35,.89657,.86701,.44104
20,36,1.0396,1.6109,.44104
20,37,-.19761,.040499,.44104
20,38,.96759,-.95132,.44104
20,39,.32807,.2058,.44104
21,1,-.4198,-1.034,.20127
21,2,.67876,.28845,.20127
21,3,.74723,-.78602,.20127
21,4,-.33884,.040499,.20127
21,5,-.49278,-.20746,.20127
21,6,.32807,-.37276,.20127
21,7,.32807,.70171,.20127
21,8,.61073,1.115,.20127
21,9,.40267,.040499,.20127
21,10,.40267,.86701,.20127
21,11,1.1094,-.20746,.20127
21,12,-.062088,-.62071,.20127
21,13,1.3101,.78436,.20127
21,14,1.4395,1.115,.20127
21,15,.40267,-.62071,.20127
21,16,1.1758,.45376,.20127
21,17,1.9003,1.9415,.20127
21,18,.0043218,-.20746,.20127
21,19,1.1758,.94967,.20127
21,20,-.93938,.28845,.20127
21,21,1.1094,1.3629,.20127
21,22,.61073,1.0323,.20127
21,23,-.33884,.28845,.20127
21,24,-1.0291,.70171,.20127
21,25,1.7349,1.5282,.20127
21,26,.13407,-.042152,.20127
21,27,1.1758,.12315,.20127
21,28,1.9003,2.3547,.20127
21,29,.40267,.12315,.20127
21,30,-.69951,-.78602,.20127
21,31,.0043218,-.78602,.20127
21,32,.54434,-.29011,.20127
21,33,.26132,.3711,.20127
21,34,.89657,.2058,.20127
